lcd_width,lcd_height,QRA,zoom,POI_TL_LAT,POI_TL_LON,DEGREES_PER_PIXEL_LAT,DEGREES_PER_PIXEL_LON,MAP_WIDTH_IN_TILES,MAP_HEIGHT_IN_TILES
150,200,FN42IK44LP,15,42439136,-71299424,32,43,5,5
